Date,Price,Volume,CirSupply,Velocity,Valuation
2021-08-14,22.86,70798055,986161122,0.07,0.12
2021-08-15,23.17,56219818,986676067,0.06,0.08
2021-08-16,24.54,108741589,986639706,0.11,0.30
2021-08-17,23.53,138431392,987220352,0.14,0.46
2021-08-18,23.95,100089915,987192838,0.10,0.25
2021-08-19,26.55,85756201,987504792,0.09,0.20
2021-08-20,28.15,84813261,987472456,0.09,0.21
2021-08-21,27.87,73450666,987697534,0.07,0.15
2021-08-22,27.74,63177134,987468023,0.06,0.11
2021-08-23,27.89,61993624,987625665,0.06,0.11
2021-08-24,25.08,80499776,987636265,0.08,0.17
2021-08-25,25.94,71186195,987403166,0.07,0.13
2021-08-26,23.98,70297461,987640830,0.07,0.12
2021-08-27,26.57,65351340,987570184,0.07,0.12
2021-08-28,25.97,41742738,987455393,0.04,0.05
2021-08-29,25.73,39045087,987691289,0.04,0.04
2021-08-30,26.04,70943674,987758269,0.07,0.13
2021-08-31,31.47,172665255,987579930,0.17,0.96
2021-09-01,33.14,108951523,987563831,0.11,0.40
2021-09-02,31.81,67891142,987725607,0.07,0.15
2021-09-03,33.67,71360980,987704727,0.07,0.18
2021-09-04,32.42,46532044,987503584,0.05,0.07
2021-09-05,34.41,50328561,987544565,0.05,0.09
2021-09-06,34.31,63701848,987613967,0.06,0.14
2021-09-07,27.83,199593753,987428325,0.20,1.14
2021-09-08,27.71,115871850,987536313,0.12,0.38
2021-09-09,29.84,100799666,987432671,0.10,0.31
2021-09-10,29.22,127839734,987422388,0.13,0.49
2021-09-11,31.59,71954282,987723197,0.07,0.17
2021-09-12,35.77,116309174,987699036,0.12,0.50
2021-09-13,34.77,205829379,987522183,0.21,1.51
2021-09-14,37.38,100632193,987468385,0.10,0.39
2021-09-15,36.46,59094765,987671224,0.06,0.13
2021-09-16,35.55,68356456,987511280,0.07,0.17
2021-09-17,33.02,71642678,987620767,0.07,0.17
2021-09-18,34.90,51722563,987547232,0.05,0.10
2021-09-19,33.80,43015659,987618338,0.04,0.06
2021-09-20,28.05,140985037,987643770,0.14,0.57
2021-09-21,26.32,126333497,987448009,0.13,0.43
2021-09-22,31.61,91930661,987634716,0.09,0.27
2021-09-23,33.54,66768720,987718786,0.07,0.15
2021-09-24,30.84,124671353,987654420,0.13,0.49
2021-09-25,29.84,68247160,987684722,0.07,0.14
2021-09-26,28.83,90514357,987533474,0.09,0.24
2021-09-27,27.77,60222616,987654137,0.06,0.10
2021-09-28,26.33,57173660,987722889,0.06,0.09
2021-09-29,27.27,56368541,987733412,0.06,0.09
2021-09-30,28.58,43380183,987600705,0.04,0.06
2021-10-01,31.97,62508881,987541537,0.06,0.13
2021-10-02,32.12,45070576,987644110,0.05,0.07
2021-10-03,32.11,40323637,987433341,0.04,0.05
2021-10-04,31.04,41707678,987646940,0.04,0.06
2021-10-05,31.43,40046485,987499424,0.04,0.05
2021-10-06,32.29,61296877,987567448,0.06,0.12
2021-10-07,33.97,80199704,987711572,0.08,0.22
2021-10-08,33.37,46178985,987664948,0.05,0.07
2021-10-09,36.33,53009789,987508721,0.05,0.10
2021-10-10,34.47,54899803,987476676,0.06,0.11
